wiring,config,psnr,ssim
Wa82a1401,Cd35071c0,21.2864,0.867299
Wa82a1401,C2d20a93e,24.115,0.809211
Wa82a1401,Cd612396e,32.1217,0.916695
Wa82a1401,C6704eb3d,24.062,0.89714
Wa82a1401,C194ea18b,21.2168,0.839285
Wa82a1401,Ca3219723,28.0709,0.873715
Wa82a1401,Ca9cb7e63,33.0652,0.924536
Wa82a1401,C3769833e,21.657,0.645285
Wa82a1401,C68fc706d,21.2356,0.822984
Wa82a1401,Cad7fd5ca,31.7966,0.950903
Wa82a1401,Cf820dc4b,38.7312,0.974489
Wa82a1401,C40350e20,38.33,0.973269
Wa82a1401,Cf8a8d50d,45.9954,0.991192
Wa82a1401,C3996f40b,28.6815,0.947929
Wa82a1401,C801dac56,29.0892,0.854394
Wa82a1401,Cf5abf045,24.6417,0.869429
Wa82a1401,C7f1e026c,43.978,0.984734
Wa82a1401,Ce05e3461,36.7112,0.960227
Wa82a1401,C0cbaf2f5,28.1026,0.824742
Wa82a1401,C4f021d10,23.0212,0.811417
Wa82a1401,C4ef8bffc,46.9908,0.991075
Wa82a1401,C376fee17,43.8069,0.985629
Wa82a1401,Cf96e89c0,38.1882,0.947718
Wa82a1401,C8ab4583b,26.9635,0.919849
Wa82a1401,C63420fb3,25.1848,0.821254
Wa82a1401,C3a1aedc4,30.0144,0.947566
Wa82a1401,C9f49e503,35.2205,0.968917
Wa82a1401,Cfb5250cd,28.4547,0.814076
Wa82a1401,C9cd086b9,27.3358,0.932824
Wa82a1401,C2032e248,29.2682,0.964034
Wa82a1401,Cd9085812,27.9262,0.850295
Wa82a1401,C98ddaf65,31.3039,0.895787
Wa82a1401,C22e17929,49.4927,0.995726
Wa82a1401,C1a5ec605,43.3328,0.984466
Wa82a1401,C339361ba,48.4413,0.993551
Wa82a1401,C7a0b4427,36.8881,0.963927
Wa82a1401,C5cc08de2,27.6473,0.867106
Wa82a1401,C1ab6016a,49.4516,0.994342
Wa82a1401,C7bfa0328,33.2402,0.941807
Wa82a1401,C84101312,27.6733,0.83148
Wa82a1401,C9d6c8d70,21.2843,0.863087
Wa82a1401,C1b1a598b,32.6796,0.924665
Wa82a1401,C8f785a10,30.9061,0.957583
Wa82a1401,C47e4cfc2,27.5337,0.847729
Wa82a1401,Cec4a260c,39.4543,0.971832
Wa82a1401,Cf96a47ab,21.0026,0.837358
Wa82a1401,C30f9ba2f,20.5744,0.825344
Wa82a1401,Cabe046ef,29.0218,0.819029
Wa82a1401,C8bbe7226,39.2533,0.971057
Wa82a1401,Cec116c51,48.1718,0.992552
Wa82a1401,C6624e2ee,29.1313,0.820302
Wa82a1401,C60e6af60,24.3945,0.848381
Wa82a1401,Ccf2b7053,37.9476,0.958371
Wa82a1401,Cfca1f811,27.0197,0.823755
Wa82a1401,Cb129bed0,35.0387,0.929354
Wa82a1401,C68439a7f,33.0985,0.936648
Wa82a1401,C6fb20e8d,22.0973,0.66638
Wa82a1401,C00e4c7f7,38.962,0.974929
W62d0fe4d,Cd43a44ac,27.996,0.93221
W62d0fe4d,C596eb066,39.1095,0.979279
W62d0fe4d,Ca0e7589a,18.3723,0.772282
W62d0fe4d,Cfc9ae6c0,28.9728,0.93361
W62d0fe4d,Ce9e699cb,35.1849,0.923287
W62d0fe4d,Cd9ab4097,27.5444,0.857255
W62d0fe4d,C74a9eb43,35.8873,0.941091
W62d0fe4d,C57551b40,33.0951,0.928355
W62d0fe4d,C5c88b59a,39.5748,0.97675
W62d0fe4d,C21c45ecc,39.8777,0.978394
W62d0fe4d,Cbf53a545,50.7183,0.995761
W62d0fe4d,C81b87b4a,28.5496,0.867485
W62d0fe4d,C7412ffc9,33.7089,0.921818
W62d0fe4d,C88d9b120,48.2763,0.9925
W62d0fe4d,C2b81a1de,37.8138,0.965361
W62d0fe4d,Ccd7cb9af,26.9929,0.908305
W62d0fe4d,Cadb827ce,18.3973,0.857334
W62d0fe4d,C81a4c030,16.2372,0.70297
W62d0fe4d,C9a69ed8a,33.312,0.920032
W62d0fe4d,C7ce0cb7a,27.3995,0.917746
W62d0fe4d,C7ba1150a,30.3206,0.919217
W62d0fe4d,C8e52c52d,36.3407,0.942809
W62d0fe4d,C307918c7,41.4725,0.980795
W62d0fe4d,C5a33a387,34.7171,0.919258
W62d0fe4d,Cc9ef11aa,35.0322,0.929439
W62d0fe4d,C1f602959,45.0034,0.988897
W62d0fe4d,Cc4b2f43b,25.7945,0.753808
W62d0fe4d,Cae250000,39.7972,0.979377
W62d0fe4d,C481a102b,26.2647,0.857015
W62d0fe4d,Caaf4de63,24.0202,0.924682
W62d0fe4d,Cb9bc039f,43.633,0.987022
W62d0fe4d,C86f73828,43.2733,0.985491
W62d0fe4d,C4888c652,36.4004,0.965715
W62d0fe4d,C6463a8fc,28.4608,0.857916
W62d0fe4d,C3fe84325,36.8268,0.968259
W62d0fe4d,C216bc264,42.1393,0.983318
W62d0fe4d,C83e39199,49.1471,0.994197
W62d0fe4d,Cf0b4f080,29.8508,0.925892
W62d0fe4d,Cb4d3c0d7,37.7662,0.97228
W62d0fe4d,Cc6d1e3f4,48.1215,0.993259
W62d0fe4d,C0b8fe3c5,27.7152,0.832791
W62d0fe4d,C87beaf83,36.8307,0.960592
W62d0fe4d,Cdca1e51d,35.7598,0.939743
W62d0fe4d,C71cf7a38,28.5288,0.860849
W62d0fe4d,C5a00d1be,33.8962,0.95203
W62d0fe4d,C74f25cdf,22.9676,0.799448
W62d0fe4d,C747ec790,24.0337,0.926513
W62d0fe4d,C34b8e60c,34.4909,0.928396
W62d0fe4d,C42811a3b,31.675,0.9128
W62d0fe4d,C49c88cf7,37.2963,0.959322
W62d0fe4d,C4322876d,16.2076,0.699123
W62d0fe4d,C28d4f3df,38.9446,0.980774
W62d0fe4d,Cfecbe045,44.276,0.986473
W62d0fe4d,Cc0428e89,29.1398,0.915673
W62d0fe4d,C0b926d45,32.8909,0.943011
W62d0fe4d,C3c25ad50,39.2818,0.976934
W62d0fe4d,Ca38d4ca3,28.4156,0.857805
W62d0fe4d,C4199b6a2,34.4151,0.944687
W62d0fe4d,C7254e873,31.9782,0.959768
W62d0fe4d,C64692d9d,35.8699,0.933958
W62d0fe4d,C8d87a79c,33.2108,0.948188
W62d0fe4d,C22d890af,38.7116,0.970401
W62d0fe4d,C404b206e,28.5847,0.908982
W62d0fe4d,Ccf974e38,35.589,0.940031
W62d0fe4d,C1118f665,46.4407,0.990273
W62d0fe4d,Caaf69902,27.8402,0.867196
W62d0fe4d,C1ecd7798,27.1791,0.915339
W62d0fe4d,Ce347b1f7,37.4955,0.981306
W62d0fe4d,C934ba3d4,29.8258,0.92196
W62d0fe4d,Cd216e01d,46.5619,0.992861
W62d0fe4d,Cadf53f56,44.6106,0.989198
W62d0fe4d,Cd39ccb75,47.9943,0.993015
W62d0fe4d,Ca55b9954,47.6269,0.991983
W62d0fe4d,Caa94710a,46.2539,0.990082
W62d0fe4d,Cba792664,36.7618,0.958388
W62d0fe4d,C012ca150,36.9062,0.939279
W62d0fe4d,C4df2af30,34.8869,0.93183
W62d0fe4d,Cc219777c,21.1047,0.738769
W62d0fe4d,C95bc0fcf,49.608,0.994241
W62d0fe4d,C8f179af5,28.6034,0.862898
W62d0fe4d,C38529921,42.7098,0.98356
W62d0fe4d,Cdf9982e8,44.8704,0.990635
W62d0fe4d,C0586a6f7,39.1025,0.980039
W62d0fe4d,C6784f21a,29.7039,0.91702
W62d0fe4d,C0809f664,28.3908,0.862788
W62d0fe4d,C42d1f103,35.4013,0.950189
W62d0fe4d,C2edcf250,27.0884,0.938627
W62d0fe4d,Cd49aae16,39.3857,0.97666
W62d0fe4d,C45dadca1,25.4427,0.764169
W62d0fe4d,Cc57e6278,27.0942,0.930621
W62d0fe4d,C260a76bb,31.0882,0.909182
W62d0fe4d,C0a33f568,28.1007,0.938587
W62d0fe4d,C640f799e,26.8653,0.937662
W62d0fe4d,C08430acc,22.8464,0.93223
W62d0fe4d,Cc8884b2d,22.3433,0.721109
W62d0fe4d,Cd7f5776c,22.3285,0.714765
W62d0fe4d,Ca2ad9133,28.2958,0.897939
W62d0fe4d,C6a63c2ba,28.5324,0.892668
W62d0fe4d,C4517c907,38.9753,0.979719
W62d0fe4d,C2773f1cb,41.9929,0.98078
W7bab7424,Ce6fba8dd,19.0312,0.796438
W7bab7424,C5fc21221,29.0298,0.835806
W7bab7424,C1b37e5fb,49.7184,0.994506
W7bab7424,C6267c5e4,32.0041,0.957517
W7bab7424,C486076e4,37.1882,0.977732
W7bab7424,C75c62157,38.9584,0.978522
W7bab7424,C922ef347,28.252,0.883658
W7bab7424,C0e4037e0,37.8303,0.950046
W7bab7424,C4d5543ae,43.2957,0.985638
W7bab7424,C2d265030,43.1851,0.985856
W7bab7424,Cd2c1354e,35.5687,0.940289
W7bab7424,C7d08475a,38.8122,0.977711
W7bab7424,C2d7eb738,48.0074,0.993614
W7bab7424,C22afeeb8,40.2118,0.977056
W7bab7424,Ce57c91ea,37.5995,0.946577
W7bab7424,Cfe18adf2,42.7547,0.983445
W7bab7424,C0f0b6868,37.4074,0.943468
W7bab7424,C67057858,35.7817,0.95343
W7bab7424,C5d1c184a,38.7494,0.974674
W7bab7424,Ca4e40fd1,38.3586,0.973245
W7bab7424,Cfc5c799b,41.8908,0.979022
W7bab7424,Ca674f167,24.5972,0.814756
W7bab7424,C6be90938,23.1658,0.903201
W7bab7424,C2d1b6514,48.1565,0.993193
W7bab7424,C012b4d3c,38.0422,0.950812
W7bab7424,Cf63018cd,33.02,0.926388
W7bab7424,C9d16c3b6,37.1853,0.964132
W7bab7424,C1b3c3d59,37.6535,0.976033
W7bab7424,C4174e988,44.0656,0.98868
W7bab7424,Cb7f047a9,36.8224,0.946082
W7bab7424,Cd1b73ae7,46.5499,0.99026
W7bab7424,C5a41808c,43.8963,0.983781
W7bab7424,Ca7588e2a,29.1108,0.846075
W7bab7424,C7404b271,19.9244,0.63632
W7bab7424,Cad446f7e,43.8205,0.986092
W7bab7424,C01cf8267,44.4275,0.988019
W7bab7424,C8028f618,29.8218,0.953914
W7bab7424,C30bf5ad3,38.8998,0.977126
W7bab7424,Ceec34ed7,37.852,0.970183
W7bab7424,C3a5959bc,27.7742,0.887415
W7bab7424,C5955da86,25.5942,0.907239
W7bab7424,C505ed318,29.4651,0.913631
W7bab7424,Cd4861592,40.2317,0.978812
W7bab7424,C6354e059,37.2316,0.941991
W7bab7424,Ccae4ae5d,40.5894,0.978234
W7bab7424,C1c2de54e,35.5999,0.958562
W7bab7424,Cec8c35f8,44.6546,0.989228
W7bab7424,C2a4f6217,40.7338,0.982901
W7bab7424,C78b8c897,21.8685,0.774545
W7bab7424,C42cab14d,22.7762,0.804304
W7bab7424,Cbd68610b,28.7936,0.877807
W7bab7424,C213c7c5b,28.6213,0.832715
W7bab7424,Cde004892,37.7446,0.947261
W7bab7424,Cf98ea925,53.2511,0.997426
W7bab7424,C18db91e6,37.4149,0.944307
W7bab7424,C2f454d65,29.6487,0.919306
W7bab7424,Cdef91037,26.9937,0.90538
W7bab7424,Cb2cdbb15,27.981,0.928468
W7bab7424,C0eb3b333,36.2237,0.965757
W7bab7424,C689caf2b,28.2067,0.835258
W7bab7424,C71e22db6,29.0183,0.838763
W7bab7424,Ca45ae3ab,26.9015,0.895307
W7bab7424,Cb81f3032,34.4817,0.923162
W7bab7424,C3c226692,27.5613,0.888827
W7bab7424,Ca1ee125b,28.5207,0.894329
W7bab7424,C98446a08,43.4274,0.985888
W7bab7424,Cea8877bb,31.9697,0.93655
W7bab7424,Cdd43acb8,38.1929,0.958937
W7bab7424,C2aaf6f27,26.5396,0.910869
W7bab7424,Cf69bb152,40.1478,0.980963
W7bab7424,C5352500c,40.1259,0.980626
W7bab7424,C2c2c4677,37.2536,0.972638
W7bab7424,Ce607538b,27.7033,0.893387
W7bab7424,C93ed5fa6,24.2601,0.871674
W7bab7424,C81f656b8,44.0451,0.985276
W7bab7424,Cece1011a,38.0832,0.976915
W7bab7424,Ce8945717,47.9109,0.991942
W7bab7424,C03c2f529,31.771,0.895545
W7bab7424,C26c3397b,52.3137,0.997278
W7bab7424,Cea87ec3e,38.1344,0.964289
W7bab7424,C87eecbae,43.446,0.985795
W7bab7424,C128291a8,52.6172,0.996973
W7bab7424,C54c34ae8,30.1306,0.947224
W7bab7424,Cf5c3557d,47.8939,0.992972
W7bab7424,C9dfb6413,43.2192,0.987589
W7bab7424,Cd47072b4,35.0319,0.944377
W7bab7424,C6d09cc4f,37.6722,0.946341
W7bab7424,Ca1df8029,25.1777,0.792201
W7bab7424,C4c7076b6,21.4389,0.836749
W7bab7424,C79ee283d,43.8863,0.989374
W7bab7424,C5435162d,43.9809,0.984567
W7bab7424,Cca15daf6,44.7213,0.990292
W7bab7424,C83068c0e,26.3167,0.835578
W7bab7424,C963db4c9,29.343,0.962348
W7bab7424,C275aaae1,28.2251,0.90994
W7bab7424,Ced688b25,22.9092,0.814264
W7bab7424,Cc4619b78,30.4652,0.912063
W7bab7424,Cb3a3a918,46.5801,0.992377
W7bab7424,Cedf0c328,34.4635,0.924419
W7bab7424,Cb78f2422,44.598,0.989115
W299d2a21,C3d82d808,44.2564,0.988602
W299d2a21,C5fe53862,37.0323,0.962241
W299d2a21,C6216872d,44.7,0.987177
W299d2a21,Cca71e910,44.8252,0.985618
W299d2a21,C25afcb6a,29.0446,0.870999
W299d2a21,Cde40195d,36.5144,0.955012
W299d2a21,Ca3dc502f,42.7441,0.98075
W299d2a21,C2dbdafd3,29.2171,0.974613
W299d2a21,Cf2ead1eb,38.8316,0.969638
W299d2a21,Cb5cc9e51,44.169,0.986598
W299d2a21,C45fa3ad0,38.4475,0.975381
W299d2a21,Ce0f4df01,52.5545,0.997104
W299d2a21,C3fff193e,42.4566,0.987717
W299d2a21,Cf3b37b9c,50.6422,0.995826
W299d2a21,C0d78c7ad,26.2845,0.886621
W299d2a21,C3d761288,23.5131,0.919376
W299d2a21,C707f2fa2,37.5791,0.94576
W299d2a21,C0e140719,31.8018,0.916678
W299d2a21,C2921aa2d,39.8804,0.97252
W299d2a21,C90ebac51,23.03,0.793112
W299d2a21,Ce068310d,22.1198,0.890181
W299d2a21,Cf0cfdc9d,31.3569,0.923723
W299d2a21,C328c5ebd,42.6293,0.983518
W299d2a21,Ced379e87,28.2407,0.870402
W299d2a21,Ccf10aa46,22.3046,0.966885
W299d2a21,C9d04bee8,37.0031,0.9426
W299d2a21,C97f47143,22.6095,0.648804
W299d2a21,Cf592115f,38.0807,0.953304
W299d2a21,C59e35d5f,27.5735,0.886805
W299d2a21,C3710f56f,37.3919,0.977301
W299d2a21,C2a60534f,26.914,0.858859
W299d2a21,C54809bd6,54.0122,0.997841
W299d2a21,Cdf91c2ea,29.7629,0.957027
W299d2a21,Cf846897b,47.028,0.991662
W299d2a21,Ceda95113,36.7592,0.959247
W299d2a21,C9dfeb787,30.2264,0.933694
W299d2a21,C38b1f100,38.9496,0.969087
W299d2a21,Ca580296f,39.3236,0.971256
W299d2a21,C40a86491,42.2999,0.979544
W299d2a21,C8eec67b0,28.8248,0.857407
W299d2a21,C349fafba,39.174,0.970312
W299d2a21,C48649fa4,32.573,0.935677
W299d2a21,Cb0b7432d,35.0996,0.951734
W299d2a21,C17b01ee4,29.7813,0.911329
W299d2a21,C9a8786eb,35.4453,0.933543
W299d2a21,C3417443d,33.7385,0.910976
W299d2a21,C33811b97,27.2227,0.929591
W299d2a21,Ccf369a5d,22.6675,0.921788
W299d2a21,C2ad9f2d7,28.6624,0.918785
W299d2a21,C050932ff,22.6955,0.889817
W299d2a21,Cf77c8988,32.4998,0.929467
W299d2a21,Cb4c5582e,25.5807,0.884291
W299d2a21,C41e066c6,29.2197,0.910137
W299d2a21,Ca7e08aee,22.8955,0.876445
W299d2a21,Cb7a8bb22,44.2676,0.984617
W299d2a21,C8eda44ae,27.1598,0.885632
W299d2a21,C68a9d7ba,34.3218,0.95416
W299d2a21,C6d5559f6,44.6999,0.987266
W299d2a21,C77124986,51.4809,0.996349
W299d2a21,Cb9dbb6a5,44.2254,0.986457
W299d2a21,C57dde91c,37.2462,0.941354
W299d2a21,C666277ca,35.8137,0.93288
W299d2a21,Cc8a1dae2,23.4639,0.91617
W299d2a21,Ce5498bab,28.8057,0.923437
W299d2a21,C182e0860,46.0161,0.989714
W299d2a21,C5162da28,29.9783,0.920601
W299d2a21,C50ab0a6d,22.148,0.867005
W299d2a21,Cd78cf86a,28.0671,0.866763
W299d2a21,C5c91cc05,29.3216,0.863851
W299d2a21,C72989ec2,23.429,0.701067
W299d2a21,C7e4d380b,30.0972,0.9317
W299d2a21,C93f08329,22.8407,0.804357
W299d2a21,C18de2dc3,42.9761,0.983953
W299d2a21,C2e6a098b,50.7573,0.995329
W299d2a21,C64b50449,17.3065,0.776283
W299d2a21,Cc2e48235,37.2787,0.944266
W299d2a21,C9305f725,36.6919,0.963298
W299d2a21,C195a1aec,19.8332,0.840672
W299d2a21,C8354c3e5,39.4712,0.967689
W299d2a21,C4c1490a9,42.5909,0.985682
W299d2a21,C43322404,41.5981,0.985617
W299d2a21,C6dca415b,29.8514,0.958721
W299d2a21,C64f0b80e,28.0656,0.880818
W299d2a21,Cd141c676,22.6108,0.805339
W299d2a21,C98c691a7,24.4456,0.912604
W299d2a21,C3107c2b7,27.8652,0.86211
W299d2a21,C79cbc67d,34.4013,0.950008
W299d2a21,Cdeae6024,33.3628,0.956621
W299d2a21,Cc740cf66,48.6574,0.994365
W299d2a21,C6736c71c,38.208,0.94813
W299d2a21,C10bfedae,38.3392,0.970948
W299d2a21,C3475ca51,37.3592,0.96785
W299d2a21,Ca6d5e0b0,29.6371,0.961013
W299d2a21,Cdfbafd12,45.0146,0.988046
W299d2a21,C19a287ed,42.9641,0.984976
W299d2a21,C8c17ed01,36.811,0.9595
W299d2a21,Cf14afbfd,29.2171,0.913476
W299d2a21,C322fa708,43.7076,0.985302
W299d2a21,C7b84641d,43.7971,0.987168
W299d2a21,C496763c6,29.8516,0.90574
W5f124fbc,Ca9533e31,32.6716,0.930893
W5f124fbc,Cb2327854,21.8419,0.833717
W5f124fbc,Cd059390e,42.9231,0.983355
W5f124fbc,Ce5338d42,29.3482,0.846548
W5f124fbc,Cbbcc85e3,41.3381,0.974017
W5f124fbc,C83d0f055,23.4241,0.909619
W5f124fbc,C9376007a,33.6679,0.938312
W5f124fbc,C1cfad029,27.9931,0.950223
W5f124fbc,C4542eaed,28.4465,0.907485
W5f124fbc,Ca0e01c83,24.6905,0.814809
W5f124fbc,C2586743a,23.1085,0.906227
W5f124fbc,C6724e997,32.9405,0.932081
W5f124fbc,C969f4345,23.5044,0.822424
W5f124fbc,Ccf7ecd11,29.1006,0.897002
W5f124fbc,C37489bd7,27.5865,0.938456
W5f124fbc,C3e7b951f,37.3596,0.974776
W5f124fbc,C06a407fe,44.0243,0.988557
W5f124fbc,C6426e501,32.5725,0.935211
W5f124fbc,C4743491f,30.1835,0.907496
W5f124fbc,Cb55fc55e,23.2479,0.914123
W5f124fbc,Cf2f8dd3f,45.3318,0.987933
W5f124fbc,Cfdf650bf,45.6946,0.989111
W5f124fbc,C0ac460ed,37.7341,0.979868
W5f124fbc,C747dcaab,32.6237,0.938203
W5f124fbc,Cbdf43149,16.5571,0.690644
W5f124fbc,C5bca1af0,28.7044,0.905419
W5f124fbc,Ce1765b6a,23.6441,0.958764
W5f124fbc,C213ccb4c,27.4257,0.905982
W5f124fbc,Cb48dee22,34.3197,0.943733
W5f124fbc,Cb0bb4925,36.4365,0.957663
W5f124fbc,Ccc5e98a7,43.1467,0.987183
W5f124fbc,Ce88c1e00,29.275,0.878037
W5f124fbc,Cf9bb69b1,45.4729,0.990008
W5f124fbc,C4ec036bf,51.5843,0.996241
W5f124fbc,C5dbf2777,50.4895,0.995186
W5f124fbc,C8bb87334,28.5014,0.86183
W5f124fbc,C2cd21003,18.0049,0.629992
W5f124fbc,C7866bcc4,36.3893,0.933674
W5f124fbc,Ca0f4e395,48.5101,0.994283
W5f124fbc,Cc86be3a5,28.499,0.912674
W5f124fbc,C9928fc6f,23.3137,0.74368
W5f124fbc,C8e385403,23.0622,0.813661
W5f124fbc,Cf8001e46,36.1984,0.951637
W5f124fbc,C5270e426,37.1171,0.96188
W5f124fbc,C5dcdff79,22.0667,0.705424
W5f124fbc,C3ae8570b,47.7601,0.992559
W5f124fbc,C71bff63e,27.6492,0.927513
W5f124fbc,C44716c7c,31.3005,0.920517
W5f124fbc,C0c396738,22.5326,0.911023
W5f124fbc,Cc4be9fd5,17.5404,0.612192
W5f124fbc,C73d6ce60,22.3668,0.731528
W5f124fbc,C6c24b608,23.4076,0.810955
W5f124fbc,C9f4fb06b,23.3159,0.802034
W5f124fbc,C66f2cf60,45.4787,0.988853
W5f124fbc,Cffb82f42,23.7208,0.833925
W5f124fbc,C4ff0334d,36.4718,0.96873
W5f124fbc,C1e56469d,37.1249,0.96211
W5f124fbc,C713b71d3,36.59,0.952629
W5f124fbc,Ce8aed0b0,27.6716,0.925709
W5f124fbc,C6507dbcc,38.6935,0.965837
W5f124fbc,Ca2cb4107,27.9766,0.947712
W5f124fbc,C77c276d1,37.0568,0.967069
W5f124fbc,Cee7ce4b6,21.2147,0.782344
W5f124fbc,C3c00981e,34.972,0.95374
W5f124fbc,Ce8a4eadf,23.7261,0.83618
W5f124fbc,C06f4433d,33.1519,0.934548
W5f124fbc,Cf597d2ca,22.9632,0.919722
W5f124fbc,Cbc107025,48.7101,0.993533
W5f124fbc,C7c84f2ab,36.4223,0.970648
W5f124fbc,Cbd2d437c,22.6823,0.912444
W5f124fbc,Ca36d7384,23.7312,0.830817
W5f124fbc,C4d3887ae,21.5705,0.810721
W5f124fbc,C70b8f082,42.3657,0.98794
W5f124fbc,Cb2cbaa17,39.2384,0.970861
W5f124fbc,C98ad5b1d,48.6481,0.993407
W5f124fbc,C999fa055,32.8314,0.932345
W5f124fbc,C4305376b,17.585,0.856965
W5f124fbc,C2869641d,33.9652,0.940261
W5f124fbc,C24a08d16,31.6054,0.916955
W5f124fbc,Ceae97e56,23.1258,0.819926
W5f124fbc,Cfdb9e474,32.3384,0.932725
W5f124fbc,C51a25dd0,20.5016,0.677239
W5f124fbc,C23116962,32.4975,0.936267
W5f124fbc,C42768c95,27.8216,0.935457
W5f124fbc,C44d3f319,45.1381,0.987613
W5f124fbc,C419db912,41.7278,0.983965
W5f124fbc,C55b93fef,33.957,0.914717
W5f124fbc,Cb5f424ba,32.1163,0.900652
W5f124fbc,Cc499eca6,38.6598,0.968116
W5f124fbc,C0011eef2,31.3251,0.913351
W5f124fbc,C2eb185f3,40.3733,0.978544
W5f124fbc,Cd6e05b8d,45.5452,0.989773
W5f124fbc,Cb4d80aea,44.0964,0.98896
W5f124fbc,C8c49c27e,30.7966,0.90188
W5f124fbc,C6deacfb7,23.6542,0.829697
W5f124fbc,C6d4cddfa,33.4915,0.914805
W5f124fbc,C20bd0493,28.6748,0.906844
W5f124fbc,C45fbde10,31.5693,0.933486
W5f124fbc,C82a01bac,36.0609,0.931689
W5f124fbc,C14609dd6,38.2834,0.978312
W5a79a10f,C2dc1cc28,21.3499,0.900894
W5a79a10f,C78c7aad4,38.1182,0.964782
W5a79a10f,C3842f3ad,33.7906,0.95419
W5a79a10f,C2cd8e542,50.3401,0.996303
W5a79a10f,Cccf86ebb,22.8401,0.882019
W5a79a10f,C0fb556e9,36.3219,0.94956
W5a79a10f,C7b9c9cae,37.5548,0.96234
W5a79a10f,Ca380c9c4,27.305,0.89733
W5a79a10f,Cb62caadf,23.0384,0.80489
W5a79a10f,C28d04a32,28.6424,0.891878
W5a79a10f,C02f14a02,23.6166,0.799798
W5a79a10f,C920d02a0,23.0089,0.757203
W5a79a10f,Cfb31c042,21.4441,0.875446
W5a79a10f,Ca0220602,28.9675,0.961769
W5a79a10f,C443e8986,28.9239,0.957659
W5a79a10f,Cfdfbee18,32.7105,0.904997
W5a79a10f,C5b1561a2,42.6232,0.979863
W5a79a10f,C4a4c9984,37.4506,0.961004
W5a79a10f,C7db7b8e7,23.23,0.920927
W5a79a10f,C3cad7364,23.2265,0.727181
W5a79a10f,C9f3c4a80,43.498,0.987238
W5a79a10f,Cc51e504f,48.894,0.993289
W5a79a10f,C1313b2d6,42.2514,0.978684
W5a79a10f,Cc2b85500,31.5114,0.942862
W5a79a10f,Ce3d9cfd6,28.3847,0.886789
W5a79a10f,Ca5ba5858,40.2156,0.980537
W5a79a10f,C6fe5195d,36.6623,0.934584
W5a79a10f,Cfbb6407f,32.2223,0.920096
W5a79a10f,C8ce83809,39.3658,0.971052
W5a79a10f,Cdb26dba8,24.5739,0.827742
W5a79a10f,C884796af,31.0764,0.91356
W5a79a10f,Cda751dda,28.593,0.871529
W5a79a10f,Ccdf9a4e3,36.8785,0.957328
W5a79a10f,Ccc4b9caf,28.6473,0.857386
W5a79a10f,Cb6b71e26,22.9041,0.845205
W5a79a10f,Cd37639c4,21.9966,0.893134
W5a79a10f,C2571aa14,22.5916,0.754601
W5a79a10f,C9fb1cde4,36.8328,0.95713
W5a79a10f,Cd7499023,22.6624,0.828554
W5a79a10f,C56dc60bb,47.816,0.992497
W5a79a10f,Cfd8aff15,26.753,0.865522
W5a79a10f,Cf74a49bf,33.7948,0.921357
W5a79a10f,C2a316183,37.7609,0.955463
W5a79a10f,Cbdcb533c,29.3481,0.965416
W5a79a10f,C56ad1991,23.7578,0.906251
W5a79a10f,C7ecef1a3,31.9858,0.928835
W5a79a10f,C26af5311,28.9244,0.837452
W5a79a10f,C629c0167,28.0611,0.880388
W5a79a10f,C5d048a86,37.1813,0.963242
W5a79a10f,Cd111447d,27.8157,0.85885
W5a79a10f,C4799fb2b,23.7178,0.901811
W5a79a10f,Cfd20fa98,39.8446,0.978598
W5a79a10f,C8d78c6aa,27.2709,0.897418
W5a79a10f,Cb0ba844c,43.4144,0.980409
W5a79a10f,Cd16e3ea4,37.2059,0.961046
W5a79a10f,C378d38d2,37.0944,0.955976
W5a79a10f,C9b588c19,37.1487,0.956135
W5a79a10f,Cc1408ec6,43.5791,0.985535
W5a79a10f,C2e43ecc2,32.2285,0.925691
W5a79a10f,C94375755,37.9496,0.961316
W5a79a10f,C17a84932,26.25,0.815121
W5a79a10f,Ce2d64af9,37.2973,0.95852
W5a79a10f,Cef5ad358,32.6164,0.928852
W5a79a10f,C39f83ad6,39.7168,0.976443
W5a79a10f,C10e522e0,40.6247,0.980665
W5a79a10f,Cde815f56,38.2807,0.965516
W5a79a10f,C9d730246,39.2632,0.971311
W5a79a10f,C7a377f2b,27.3096,0.867494
W5a79a10f,Cc921fd3e,38.642,0.967219
W5a79a10f,C37e38b49,24.0984,0.87614
W5a79a10f,C368d6b00,28.1118,0.919986
W5a79a10f,C1f5898c1,30.7123,0.902338
W5a79a10f,C6646f327,44.8228,0.989826
W5a79a10f,C9c0ee551,29.6035,0.919678
W5a79a10f,C7e12f045,35.4927,0.962754
W5a79a10f,C03c59682,38.017,0.960072
W5a79a10f,C512e6c31,39.2226,0.971886
W5a79a10f,Cd9b23c86,24.1254,0.831725
W5a79a10f,C01936371,33.1902,0.916739
W5a79a10f,C08621102,24.5799,0.86801
W5a79a10f,Cd056ddc3,27.8822,0.841753
W5a79a10f,C0894cd8b,29.5122,0.95227
W5a79a10f,Cbdd5169d,29.2112,0.85065
W5a79a10f,C152c1085,33.4122,0.950891
W5a79a10f,C30e5b52a,37.026,0.97759
W5a79a10f,C210b81ba,37.656,0.961474
W5a79a10f,C46747c05,50.4644,0.995678
W5a79a10f,C369917f9,43.6211,0.98795
W5a79a10f,Cb7b5c80d,41.5443,0.982062
W5a79a10f,Ca7d25197,38.5796,0.963938
W5a79a10f,C8376946d,24.8021,0.850526
