wiring,config,psnr,ssim,area,power,delay
Wbdbb14ea,C35532fa3,36.3218,0.976717,2618.693928,1.7709,2.4
Wbdbb14ea,C4fe60d89,33.6213,0.946212,2341.806934,1.3917,2.21
Wbdbb14ea,C02059008,26.7623,0.770255,2818.61572,1.801,2.12
Wbdbb14ea,Cb77a5c4c,35.4635,0.963873,2521.079525,1.5703,1.81
Wbdbb14ea,C3559feb1,36.5566,0.967224,2202.424834,1.2112,1.57
Wbdbb14ea,C15c80ed1,37.5333,0.980454,2591.474522,1.6361,1.99
Wbdbb14ea,Cb86c156c,36.9283,0.972934,2602.737723,1.7912,1.82
Wbdbb14ea,Cbbb738fe,37.5315,0.982386,2493.390829,1.7489,2.06
Wbdbb14ea,Cb9ecf29f,37.0207,0.974909,2472.741626,1.3053,1.84
Wbdbb14ea,Cb690d3e9,36.786,0.981006,2561.90863,1.5743,2.1
Wbdbb14ea,C319ecc30,29.2539,0.868197,2399.061532,1.1174,1.78
Wbdbb14ea,Cf4ba99d7,31.3845,0.93425,2566.601623,1.5121,1.98
Wbdbb14ea,C602b1387,38.7085,0.980782,2648.72912,1.5182,1.76
Wbdbb14ea,Ccf33b89d,36.7897,0.974499,2367.149129,1.5751,2.04
Wbdbb14ea,Cd09586d4,26.8506,0.770926,2443.175727,1.5827,2.0
Wbdbb14ea,Cd6385345,31.4611,0.922872,2576.456931,1.4695,2.32
Wbdbb14ea,C3ee5a7c0,38.4799,0.987474,2930.778415,1.8789,2.32
Wbdbb14ea,Ca29608d1,37.4028,0.978257,2610.715822,1.6594,2.02
Wbdbb14ea,Cafa98a8c,27.2408,0.899834,2264.372436,1.2131,2.24
Wbdbb14ea,C6d451534,37.5284,0.985511,2997.888317,1.8485,2.23
Wbdbb14ea,C5444b043,32.3264,0.919281,2609.777222,1.6651,1.78
Wbdbb14ea,Cd2615350,32.785,0.912797,2793.74282,1.7938,2.3
Wbdbb14ea,C2c61ed5c,31.2823,0.908493,2761.361117,1.7276,1.78
Wbdbb14ea,C4470ec1c,35.918,0.974389,2306.609431,1.511,1.98
Wbdbb14ea,Ccfb18caa,36.7134,0.974291,2545.483123,1.6306,2.08
Wbdbb14ea,Cb7c5bfab,35.0128,0.976256,2837.387722,1.7235,2.11
Wbdbb14ea,C524f894a,30.0617,0.858284,2473.680238,1.3704,2.26
Wbdbb14ea,Cfb3a8bf1,35.4098,0.973711,2466.640727,1.4115,2.1
Wbdbb14ea,C8d431f3d,38.2708,0.973615,2430.504634,1.3242,2.21
Wbdbb14ea,C07fb250c,27.0623,0.773174,2546.421728,1.4066,1.91
Wbdbb14ea,C38435936,31.9886,0.95189,2591.943825,1.5933,2.06
Wbdbb14ea,C457c3b93,36.7721,0.973302,2606.022822,1.595,1.92
Wbdbb14ea,Cb0652db6,32.1415,0.954542,2246.539037,1.49,2.05
Wbdbb14ea,C2d934596,26.995,0.789426,2182.244935,1.1901,1.9
Wbdbb14ea,C25e89102,37.6475,0.987762,2745.404918,1.7436,1.99
Wbdbb14ea,C4c9a6f3e,26.9485,0.791908,2289.714631,1.3498,1.95
Wbdbb14ea,Ca36d9246,33.0669,0.938159,2529.057631,1.615,2.29
W58385961,C5c51084b,40.2691,0.964673,1997.810043,1.3749,2.28
W58385961,C754dae0d,23.2436,0.713221,1870.629754,0.9789,2.28
W58385961,C4db4f005,34.5394,0.927052,1745.795955,1.0528,1.81
W58385961,Ca836f81b,47.7924,0.992969,2248.416243,1.5551,1.87
W58385961,C03531a2f,30.9552,0.844232,2080.406844,1.2733,1.8
W58385961,Cd8f8f3a3,36.6185,0.952841,1890.809647,1.2644,2.23
W58385961,C93b231ab,34.7928,0.954415,2004.380243,1.3317,1.91
W58385961,C1e0af1d9,36.1003,0.971351,1947.594949,1.1631,2.05
W58385961,Ca6a11cdb,44.4323,0.991692,2087.915645,1.3689,2.02
W58385961,Cb91e6624,31.1177,0.858181,2228.705639,1.4365,2.19
W58385961,C9f1cb3ff,41.0689,0.967406,2068.205045,1.2958,1.66
W58385961,Cdc82ab44,31.122,0.851498,2117.012239,1.2151,2.58
W58385961,Cf428b4ac,36.526,0.938321,1893.156146,1.0758,2.27
W58385961,Cba60c7dd,36.3712,0.932729,1931.169449,1.2794,2.22
W58385961,Cf32d60a0,30.566,0.858288,1833.085748,1.0398,1.7
W58385961,C516ad06f,52.1988,0.996718,2277.512839,1.6489,1.81
W58385961,C5c3ca87f,35.053,0.944706,1730.778349,1.0843,1.92
W58385961,Cd763beab,31.6671,0.931701,1959.796748,1.0635,2.07
W58385961,Ccb0ecd66,34.097,0.927746,2163.472934,1.3856,1.84
W58385961,Ca9bf3ae8,46.5592,0.992354,2211.810841,1.6216,2.26
W58385961,Ce0e89014,39.7207,0.964211,1960.735348,1.1564,1.87
W58385961,C8f315356,37.1311,0.950546,2244.661836,1.5356,1.79
W58385961,Ce762f1f5,30.8854,0.856633,2226.35914,1.4187,2.59
W58385961,Ce44e3dc0,18.0488,0.560437,1897.849153,0.947,1.78
W58385961,C23e3163a,13.0472,0.44018,1780.054849,1.0692,1.84
W58385961,C037e936f,45.0562,0.990327,2228.236344,1.4889,2.42
W58385961,C5fddcfd5,41.3116,0.97914,2099.648139,1.3263,1.81
W58385961,C99c988d9,26.2279,0.948171,2101.056041,1.3657,1.92
W58385961,Cf8e9ba51,20.418,0.569169,1704.028255,0.7908,1.83
W58385961,C33cc3674,42.5124,0.984414,1970.121348,1.2429,2.09
W58385961,C4cce1ba5,31.4818,0.856721,1999.21794,1.2681,1.84
W58385961,C0c0cf5c5,30.9766,0.853474,2061.634838,1.2652,2.06
W58385961,C7f416439,30.3604,0.844346,1743.449446,0.9623,1.86
W58385961,C4c4f249b,31.8519,0.93447,2023.621543,1.1818,1.93
W58385961,C59f3b5ab,33.431,0.947995,1923.660645,1.1541,1.69
W58385961,Cbb053fdf,43.3669,0.983647,1973.875743,1.2575,1.89
W58385961,Ca4fa4b2a,21.4468,0.420365,1908.64305,1.0753,2.17
W58385961,C34dad502,48.1213,0.992719,2237.153032,1.5911,1.78
W58385961,C0bbefe29,25.5499,0.943833,2052.248838,1.3725,2.22
W58385961,Cb03ac84b,30.638,0.938032,1867.344651,1.1242,1.79
W58385961,C8f6e9d61,41.294,0.970449,2286.898834,1.5463,2.22
W58385961,Ca457f02e,39.9177,0.966758,2093.547245,1.4021,2.23
W58385961,Cd0ceffcb,41.1547,0.972431,2164.880838,1.4831,2.23
W58385961,C86ce9af9,10.2333,0.371534,1903.48075,1.078,1.85
W58385961,C20e121c7,42.402,0.984144,2000.625847,1.2283,1.86
W58385961,Ce54e0b92,34.1927,0.926016,1859.835847,1.0313,2.21
W58385961,C2596c199,41.4818,0.988132,2170.981739,1.4382,2.31
W58385961,C22c988f4,38.5366,0.966141,2034.884742,1.1399,1.88
W58385961,C8c874b93,21.5166,0.427634,1947.125649,1.2127,1.83
W58385961,C206127d7,31.2416,0.851326,1947.594945,1.2072,1.68
W58385961,C6553c296,45.563,0.995221,2199.139742,1.4777,2.02
W58385961,Caeea9e61,31.0309,0.876411,1907.704443,1.098,2.02
W58385961,Ca3a86196,38.5266,0.955265,1877.66925,1.1677,2.08
W58385961,C8801f9f1,26.0451,0.801057,1553.852257,0.7713,1.75
W58385961,Cd22468f7,35.3395,0.952616,1950.410748,1.1632,1.92
W58385961,C2a1554e1,39.9215,0.97481,2055.064643,1.2666,1.94
W58385961,Ce95159b6,13.0353,0.439686,2114.665743,1.2883,2.08
W58385961,C0bea8127,33.4901,0.910146,1998.279346,1.1699,1.98
W58385961,Cd98ed586,40.8832,0.966156,1929.761545,1.2912,2.21
W58385961,C979768e1,43.3414,0.985801,2047.086538,1.2647,2.04
W58385961,C986fc727,25.7301,0.940187,2127.806139,1.4716,1.81
W58385961,Ceae99480,41.4396,0.970462,2219.319637,1.5699,2.22
W58385961,C0a6cf37c,35.7137,0.962687,1976.222247,1.2801,1.83
W58385961,C39609d35,21.8464,0.576289,1984.669651,1.0193,2.17
W58385961,Cb7aa0628,27.9568,0.812757,1883.77015,1.0428,2.22
W58385961,C488b1f07,28.0231,0.820928,2203.363438,1.472,1.69
W58385961,Ca6f21c59,21.6149,0.571877,2055.064645,1.2001,1.98
W58385961,C86ca96eb,31.2169,0.866338,1872.037646,1.1074,2.06
W58385961,Cc714fb60,45.5572,0.991599,2233.86794,1.5723,2.24
W58385961,Ce4c9e604,21.4666,0.563647,2245.131133,1.5667,1.6
W58385961,C256055e7,34.5002,0.938936,1777.708353,0.9713,2.46
W58385961,C0cba906e,35.0657,0.954136,2044.740042,1.3079,2.0
W58385961,C865b247a,39.8991,0.961701,1990.77054,1.202,2.1
W58385961,Cd0c72c31,33.6935,0.946838,1993.586339,1.1044,1.85
W58385961,C6d9b338b,22.062,0.594582,1995.463539,1.153,2.07
W58385961,C5c4e50eb,39.6998,0.959258,2063.042742,1.3716,2.06
W58385961,C6464cd83,21.6928,0.628557,2008.134646,1.1759,1.75
W58385961,C74484ad6,30.4942,0.839333,1710.598455,0.9315,1.95
W58385961,C7a4fc4cf,40.6942,0.970361,2177.551949,1.3704,1.98
W58385961,Cc6de58f1,35.5048,0.940754,1824.169052,1.0864,2.2
W58385961,Cf952f0cf,39.1487,0.96142,1837.309455,1.1151,2.01
W58385961,C4d6e814a,22.9516,0.930992,1870.629751,1.1577,2.01
W58385961,Cfac8a54e,41.7851,0.983111,2248.88555,1.5465,2.26
W58385961,C95cbc2c9,44.4467,0.986588,2073.367342,1.4145,2.31
W58385961,C50015b3f,22.0544,0.587125,1945.248449,1.0519,2.15
W58385961,C7651ae6d,37.9191,0.957935,1871.099046,1.1099,2.41
W58385961,Ce1341709,22.016,0.574693,1810.559348,1.1135,2.14
W58385961,C8d43aa09,53.4569,0.997604,2245.13114,1.644,1.68
W58385961,C7d779ed9,40.6573,0.979963,2126.398239,1.4135,2.08
W58385961,Cdc060947,45.7663,0.987916,1841.063843,1.2043,1.67
W58385961,Cddde4928,23.0991,0.694577,2043.332146,1.256,2.29
W58385961,C02288367,40.0714,0.964353,1610.168251,1.026,1.54
W58385961,Cc2a7a722,39.7104,0.981507,2092.13934,1.4515,1.93
W58385961,C8e43ef0a,31.1006,0.85946,2030.661041,1.2223,1.8
W58385961,C0672531c,47.1892,0.991879,2173.797549,1.516,2.21
W58385961,C6da2233e,32.5405,0.943733,1806.804949,1.095,1.92
W58385961,C10876cb1,10.1569,0.372983,1865.467447,1.0146,1.41
W58385961,C3feb0f5f,36.2089,0.971887,1970.121345,1.2443,1.8
W58385961,C9938676a,19.6678,0.5805,1908.173749,1.105,1.97
W58385961,C5a715317,44.0659,0.993046,2262.964539,1.4224,1.81
W707e1439,Cc981ef8e,36.8876,0.961772,2807.821826,1.8845,2.43
W707e1439,C6d590658,41.8213,0.982651,2929.83982,2.0664,2.58
W707e1439,Ce7f92feb,34.8085,0.973372,2836.91843,1.9322,2.37
W707e1439,C2e27e161,34.4531,0.905908,2993.195314,2.1563,2.27
W707e1439,C6467ec10,32.0749,0.888714,2719.593422,1.6865,2.66
W707e1439,C96521687,30.7781,0.904032,2555.807723,1.5789,3.1
W707e1439,Ca8ae6741,30.9863,0.910123,2817.207826,1.9213,3.06
W707e1439,Ce9da6cd1,25.989,0.777686,2455.846833,1.3986,2.78
W707e1439,C69bd83f1,33.9601,0.905054,2613.062324,1.6749,2.43
W707e1439,Ccdd9d5e7,40.5713,0.972292,2897.45812,2.1096,2.43
W707e1439,C7e4cdd27,33.1474,0.897774,2848.650918,2.0199,2.47
W707e1439,C013d4544,37.1436,0.961996,2763.70762,1.8351,2.77
W707e1439,Cee2bca81,34.0098,0.914868,2747.751421,1.9673,2.97
W707e1439,C3dd7f201,33.8771,0.944207,2537.974334,1.6358,2.34
W707e1439,Caf115b7b,22.1942,0.713844,2634.650128,1.5262,2.0
W707e1439,C25bbdaa0,32.1463,0.859319,2863.668522,1.8772,2.16
W707e1439,C60818bec,33.1127,0.913321,2836.918426,2.006,3.02
W707e1439,Cdaaea3d4,39.5038,0.967096,3138.209013,2.2926,2.23
W707e1439,Ca0102c13,33.3283,0.951562,2521.548825,1.6902,2.21
W707e1439,Cb4b77580,40.8657,0.970059,2731.325918,1.8822,2.06
W707e1439,C88d4af72,31.901,0.903682,2819.085023,1.9093,2.86
W707e1439,C29b75af4,25.6505,0.702264,2862.260617,1.9482,2.04
W707e1439,C54a8601c,47.5164,0.993077,2917.638013,2.2522,2.08
W707e1439,C3e8d2f7d,25.4493,0.633319,2677.82572,1.6435,2.79
W707e1439,Caeb53345,49.4404,0.995891,3208.604011,2.5308,2.95
W707e1439,Ca8d9f3ee,33.7179,0.912936,2685.334523,1.9078,2.65
W707e1439,C12746b47,33.4697,0.961238,2803.128824,1.764,2.43
W707e1439,C7370c426,26.55,0.755222,2428.158128,1.5053,2.56
W707e1439,Cb52fea14,33.0748,0.895166,2680.172224,1.7063,2.19
W707e1439,C0c80927d,33.9583,0.886737,2785.76472,1.933,3.12
W707e1439,Cc561c7cd,21.8829,0.720293,2427.21953,1.4809,2.55
W707e1439,Cec31853a,44.458,0.984733,2765.584824,1.9501,2.37
W707e1439,Cc0778033,38.9363,0.963564,2891.826516,1.9411,2.24
W707e1439,C901ea837,29.4168,0.860291,2371.842139,1.2497,2.75
W707e1439,Ce9ab021a,30.7785,0.864644,2444.114341,1.4473,2.96
W707e1439,C590d5955,32.3993,0.881253,2939.225822,1.8836,2.57
W707e1439,C5363ac37,35.0628,0.953022,2763.707617,1.735,2.71
W707e1439,C1a914d26,41.324,0.977685,2795.150723,1.9786,2.54
W707e1439,C44b1a666,40.1214,0.98506,2802.65952,1.8901,2.18
W707e1439,C356d550b,24.395,0.709918,2549.706834,1.7086,2.6
W707e1439,C4baecc2d,40.8254,0.974593,2659.992323,1.8681,2.23
W707e1439,Caad45af7,34.0905,0.916346,2890.418617,2.1803,2.8
W707e1439,C4ee144f1,25.6834,0.735397,2563.785827,1.5413,2.14
W707e1439,C1618d2aa,45.0828,0.986648,2784.356827,2.021,2.57
W707e1439,C1aff171a,28.0746,0.836632,2608.838624,1.4378,3.11
W707e1439,C7f152113,21.0952,0.705103,2509.347036,1.5787,1.92
W707e1439,C92c93e4e,32.6288,0.911125,2599.452631,1.7953,2.02
W707e1439,Cf97c8c89,30.9528,0.858146,2556.277024,1.5349,2.6
W707e1439,Ca1b0c750,49.3465,0.994456,3023.230513,2.243,2.4
W707e1439,Cd00f362a,43.9353,0.98858,3024.63842,2.1784,2.45
W707e1439,C330019a1,29.4029,0.914532,2728.040822,1.8704,2.62
W707e1439,C5fd6b1ee,31.541,0.917668,2591.005224,1.6509,2.42
W707e1439,Cecf5c74b,30.5337,0.862557,2741.650521,1.8312,2.59
W707e1439,Ce1907068,23.7471,0.886778,2736.957521,2.0725,2.31
W707e1439,C4c4eb0a4,24.2071,0.728663,2658.584423,1.6444,2.93
W707e1439,C75bdd9ac,31.3408,0.88883,2916.69942,2.0111,2.33
W707e1439,C917d1bf0,23.4319,0.704171,2876.808913,2.1751,2.29
W707e1439,C9f7ddf30,25.7365,0.749299,2829.878918,1.7855,2.57
W707e1439,C928099d0,34.5417,0.910549,2893.703717,2.0769,2.01
W707e1439,C1abe7017,32.6206,0.902682,3113.336118,2.1501,2.93
W707e1439,Cc8dc2499,29.038,0.891154,2537.974327,1.4638,2.3
W707e1439,C2c0fbfa1,24.8513,0.712773,2671.724823,1.5734,2.36
W707e1439,Cf07ba50a,25.0722,0.733973,2792.80422,1.8447,2.27
W707e1439,C40ec21fb,34.2226,0.912907,2953.304816,2.1065,2.54
W707e1439,Cc4e8943e,34.6764,0.913989,2716.308322,1.8783,2.8
W707e1439,Ca7f70a2c,35.3833,0.950922,2496.206628,1.5787,2.84
W707e1439,C28ed878c,38.8173,0.981912,2592.413123,1.8523,2.01
W707e1439,C4a131618,32.6738,0.89617,2883.848424,1.7771,3.18
W707e1439,C61e53e7d,43.4192,0.983954,2752.444422,2.0031,2.59
W707e1439,C702407f5,36.5191,0.965082,2489.167132,1.507,2.1
W707e1439,Cfb7afca7,30.3197,0.877951,2482.596929,1.6209,2.68
W707e1439,C39dfead2,32.4069,0.902834,2893.234413,1.9225,2.51
W707e1439,C41ba9013,36.7071,0.956694,2977.708414,2.0038,3.06
W707e1439,Cef57fd11,29.8113,0.873687,2437.074827,1.3499,2.14
W707e1439,C7bfedebb,33.4412,0.889653,2567.540226,1.5843,2.79
W707e1439,C198447ff,32.3462,0.902476,2820.492915,1.7961,2.75
W707e1439,C9d3317d8,26.6227,0.747073,2770.747125,1.6785,3.28
W707e1439,C1bedb8b4,30.1743,0.905099,2946.734614,1.8672,2.08
W707e1439,C9ccdd7eb,48.2163,0.995077,2987.563721,2.1546,2.56
W707e1439,Cafa93c28,21.9762,0.789642,2462.417029,1.5386,2.75
W707e1439,C58fbbac0,31.2126,0.874362,2589.597329,1.656,2.81
W707e1439,C652e0308,45.1473,0.986542,2908.721316,1.9814,2.66
W707e1439,Cbf5fb3b0,44.2754,0.982019,3110.52031,2.3953,2.9
W707e1439,C79665e95,38.7585,0.972658,2963.160114,1.9785,2.84
W707e1439,Cd20ed44b,43.8531,0.985351,2993.195313,2.2052,2.33
W707e1439,Cec0b6835,43.5709,0.981428,3135.393209,2.258,3.19
W707e1439,Cb9f0dfe5,33.5252,0.913784,2907.782728,1.9786,2.44
W707e1439,C64725c01,36.3807,0.955888,2663.277431,1.7353,2.22
W707e1439,C95ed615e,42.0562,0.978552,2779.194523,1.9105,2.34
W707e1439,C9024998f,45.8936,0.990676,3116.621221,2.3313,2.64
W707e1439,C6c6b02ff,29.6406,0.947412,2577.864826,1.6449,3.11
W707e1439,C67fdd06f,24.6735,0.716775,2590.535921,1.6341,2.04
W707e1439,Cc33f6926,44.6798,0.992211,2744.935618,2.0007,2.16
W707e1439,C5bafb4d6,31.5012,0.859966,2739.304021,1.7895,3.27
W707e1439,Cebc247b9,41.6761,0.97573,2688.619618,1.8781,2.56
W707e1439,C8b806383,22.6257,0.774491,2627.141325,1.5141,2.21
W707e1439,C499dea5d,17.0553,0.663158,2763.238321,1.8325,2.88
W707e1439,C09bee53e,22.0704,0.634484,2670.786227,1.4497,2.78
W707e1439,C4cf1c403,32.9495,0.879166,2698.474922,1.9426,2.35
W707e1439,C7e09f9f0,32.1026,0.899137,2638.404525,1.6323,2.34
W38255806,C27584744,31.9192,0.953701,2428.158131,1.3518,1.53
W38255806,C61579178,31.9437,0.953468,2208.056433,1.1907,1.51
W38255806,C9d72a0f8,32.6447,0.966334,2392.960632,1.3881,1.9
W38255806,Cd0687134,31.2771,0.948043,2362.925429,1.3581,1.36
W38255806,C62779c07,23.4449,0.65745,2202.894134,1.0958,1.42
W38255806,Cacd8a1c3,30.6016,0.909535,2504.184725,1.4529,1.45
W38255806,C0f19d20d,29.374,0.947639,2538.912924,1.3937,1.73
W38255806,C0f6774da,32.9314,0.961379,2832.694715,1.5638,1.52
W38255806,C5f76772d,30.1447,0.960892,2452.09243,1.4515,1.95
W38255806,C6c73371b,33.0693,0.973725,2673.60202,1.5895,1.42
W38255806,Ce24a10aa,29.9674,0.891125,2278.920736,1.1412,1.52
W38255806,C6ed6a927,33.4317,0.977926,2621.509721,1.625,2.02
W38255806,C5a43d082,25.2418,0.687511,2717.246927,1.3696,1.71
W38255806,Ca4d0b21d,32.5682,0.957108,2268.126832,1.3212,1.58
W38255806,C97ce514a,30.4026,0.907122,2649.198424,1.5594,1.93
W38255806,Cfca44e1b,33.274,0.974388,2736.488219,1.559,1.58
W38255806,Cb865fc3a,29.7883,0.889376,2652.952825,1.2982,1.92
W38255806,C2616a558,30.3335,0.910679,2547.829624,1.3436,1.64
W38255806,Cfc55df8d,29.1706,0.942007,2500.430326,1.2668,1.42
W38255806,C114721a9,29.59,0.884376,2458.66263,1.2997,1.74
W38255806,C0417295b,33.4549,0.977758,2739.304021,1.6475,1.93
W38255806,C5a19aba2,32.3975,0.967923,2588.189423,1.4031,1.44
W38255806,Cfbc7eb6d,32.8158,0.961633,2744.466318,1.5239,1.67
W38255806,C8e6e0a0d,23.213,0.646986,2721.001322,1.4412,1.85
W38255806,C8d11163c,33.2599,0.974886,2686.742424,1.7082,2.23
W38255806,C714364b3,33.2795,0.974049,2944.857412,1.6805,1.82
W38255806,C1ffd63bd,23.8715,0.677153,2281.267232,1.2271,1.33
W38255806,C920044d8,31.0364,0.938142,2580.211326,1.5468,1.54
W38255806,C5a5fb25e,31.9869,0.94827,2347.438533,1.2455,1.73
W38255806,Cb801c8f5,23.9977,0.700135,2779.194522,1.3584,1.84
W38255806,Cadcd816d,31.9683,0.953611,2565.663027,1.4715,1.7
W38255806,C03d35004,31.9009,0.955329,2267.188231,1.2787,1.48
W38255806,C89860aaf,24.4706,0.699737,2549.237524,1.1958,1.43
W38255806,C27e9672b,32.4075,0.962283,2387.329028,1.354,1.5
W38255806,Cded72469,23.2046,0.654836,2752.913723,1.4254,1.85
W38255806,C46337d46,32.1217,0.956503,2584.904323,1.4637,1.42
W38255806,Cab603133,36.3862,0.977634,2322.09633,1.2884,1.64
W38255806,C0e226ada,33.0012,0.960704,2498.083825,1.3254,1.44
W38255806,C2ab3ff1a,32.2568,0.962322,2711.146022,1.4356,1.68
W38255806,C3a502657,33.254,0.97639,2842.550014,1.5958,1.51
W38255806,C70667514,33.315,0.974024,2571.294623,1.5616,1.65
W38255806,C3a0b941a,33.4673,0.978169,2820.023615,1.6548,1.47
W38255806,Cd0e6a7b1,24.3344,0.702244,2423.934431,1.2598,1.9
W38255806,Cdf02da72,32.4671,0.955613,2632.772925,1.3939,1.56
W38255806,C775542e0,32.2014,0.957402,2504.184725,1.4888,2.17
W38255806,C1c8b79b3,31.8931,0.966704,2766.054121,1.5479,1.93
W38255806,C55f16dd7,32.7467,0.972658,2467.57933,1.4723,1.68
W38255806,C66678000,32.6136,0.966833,2368.557033,1.3091,1.56
W38255806,C5a009704,33.3576,0.976344,2678.29502,1.5309,1.45
W38255806,Ce814df4d,33.6058,0.979943,2949.08112,1.7097,1.91
W38255806,Cd7194cfc,30.2594,0.907292,2304.262934,1.2348,1.66
W38255806,C5c035829,30.5722,0.916963,2623.856222,1.4067,1.66
W38255806,C368f1b84,32.3032,0.958125,2465.23283,1.3001,1.53
W38255806,C6cfcfdb3,30.6374,0.915228,2799.843717,1.5497,1.65
W38255806,C822c9f45,30.112,0.896508,2563.785823,1.344,1.64
W38255806,C948fbdfc,24.0442,0.671165,2350.254331,1.2077,1.68
W38255806,C8d7e4231,25.1331,0.714478,2370.90353,1.1703,1.69
W38255806,C3420a08d,31.7894,0.969305,2680.17222,1.6479,1.65
W38255806,C0e9d4415,33.5592,0.978537,2942.041612,1.7563,1.82
W38255806,C6ffb64ec,32.9918,0.965778,2880.094013,1.5398,1.56
W38255806,C344e922c,32.7261,0.964779,2731.795222,1.4466,1.76
W38255806,C4697019d,30.3447,0.903417,2362.925429,1.3486,1.55
W38255806,C7410775d,32.7151,0.972071,2618.224629,1.5393,1.72
W38255806,C05e53a79,32.7716,0.96511,2325.85073,1.327,1.37
W38255806,C492de63a,32.7533,0.973192,2789.04982,1.6418,1.8
W38255806,C23c6e034,8.96136,0.237494,2553.461227,1.3398,1.34
W38255806,Cc671618e,32.7292,0.95104,2590.535926,1.4654,1.65
W38255806,Cf68105fd,32.7663,0.972002,2746.812817,1.6937,1.67
W38255806,C7a73d8a4,32.8161,0.97065,2704.575823,1.522,1.69
W38255806,C9d7140d0,23.2308,0.661345,2322.096331,1.1033,1.66
W38255806,C8e633b6b,32.3472,0.959829,2629.018526,1.3743,1.67
W38255806,C664c967c,30.489,0.903976,2766.054118,1.3688,1.41
W38255806,Cdbd1f504,24.3635,0.707525,3105.827308,1.6569,1.93
W38255806,C3013bdfc,33.3746,0.976863,2628.549222,1.5612,1.55
W38255806,C9ab0bb57,33.482,0.969821,2691.904723,1.6489,1.71
W38255806,C33da4ddd,23.9157,0.672242,2528.119024,1.417,1.67
W38255806,C2a0f59f6,30.5024,0.920921,2839.734218,1.463,1.68
W38255806,Cb0b05d34,30.5596,0.920091,2485.412729,1.3398,1.55
W38255806,Cf5173e09,24.3737,0.703105,2597.106122,1.366,1.85
W38255806,C30e7eb77,31.4455,0.95734,2108.56484,1.3008,1.59
W38255806,C188eaf56,33.0389,0.967043,2690.96612,1.5227,1.72
W38255806,Cb0d182ec,32.8905,0.975602,2800.78232,1.7819,2.26
W38255806,Cb4e0906c,24.0603,0.703525,2090.262141,1.003,1.69
W38255806,Cd8e1f000,34.7965,0.965821,2441.767828,1.2755,1.42
W38255806,Cf9aefb50,30.5844,0.906384,2546.421727,1.3229,1.73
W38255806,C054fdaf3,18.8527,0.603155,2692.843327,1.4162,1.74
W38255806,C2fcae4f7,33.5339,0.977663,2891.357214,1.7015,1.49
W38255806,C0da28c43,33.3552,0.976218,2685.80382,1.4869,1.45
W38255806,C797c6cd4,31.1737,0.956155,2406.101028,1.3598,1.47
W38255806,C6da2c1c9,32.8809,0.962112,2871.177318,1.55,1.67
W38255806,C0cd4fd42,33.4358,0.977357,2802.190217,1.6727,1.49
W38255806,C84634fd7,30.4534,0.91163,2675.00992,1.5901,2.18
W38255806,Ce576f316,33.5885,0.979193,3032.61651,1.7723,1.71
W38255806,Ccf82283a,31.6124,0.969581,2441.767827,1.5514,1.49
W38255806,Cdb8607d2,33.3175,0.975013,2983.809314,1.7136,2.14
W38255806,C3ebf1c5e,33.2946,0.974916,2614.939522,1.596,1.7
W38255806,Cca601623,33.4289,0.977548,2836.918423,1.6885,1.75
W38255806,Cfedb7375,32.3307,0.959563,2306.609431,1.1852,1.51
W38255806,C1f463ad5,29.674,0.887291,2671.255524,1.4424,1.68
W38255806,C2dceb50f,29.9889,0.903555,2656.707221,1.3884,1.43
W2bb23e69,Ce247ac08,46.6872,0.992187,3653.500397,2.509,2.29
W2bb23e69,Cd4fad8df,37.2309,0.951589,3363.942304,2.1732,1.81
W2bb23e69,C8f1c4b4f,43.2762,0.985893,3146.656412,2.0002,2.11
W2bb23e69,C2cd89a60,35.2644,0.941342,3860.461691,2.5458,2.45
W2bb23e69,C80290325,47.9074,0.993024,3783.496497,2.6814,1.85
W2bb23e69,C5513050a,47.987,0.995821,3993.742884,2.8465,2.14
W2bb23e69,C765404ac,46.0403,0.992604,3617.833602,2.4844,2.17
W2bb23e69,C798a151d,39.2121,0.957918,3746.891096,2.4544,2.0
W2bb23e69,C77c342b1,28.6655,0.868376,3574.188696,2.3355,2.04
W2bb23e69,C4706787b,36.6912,0.944458,3166.836308,1.8476,1.84
W2bb23e69,Cb4696232,46.3069,0.991141,3627.6889,2.5547,2.18
W2bb23e69,Cc398815c,30.5718,0.881293,3378.959902,2.2223,1.92
W2bb23e69,Cd1e78b9e,38.9067,0.974434,3620.180106,2.365,2.17
W2bb23e69,C59dbba5c,29.0737,0.807193,3670.864502,2.3595,2.08
W2bb23e69,Cf0135971,48.468,0.994433,3990.457795,2.8848,1.98
W2bb23e69,C859a5800,47.967,0.994567,3816.347497,2.6924,2.45
W2bb23e69,Cd8bac947,44.8333,0.98975,3500.508606,2.2405,1.74
W2bb23e69,C3554a929,38.6846,0.968833,3500.508599,2.4609,2.66
W2bb23e69,C95d0a13b,29.5395,0.855182,3543.214901,2.2639,2.22
W2bb23e69,C3e23455e,35.501,0.948955,3251.779606,2.0001,2.38
W2bb23e69,Cc1515460,35.0391,0.976758,3159.327513,1.8956,1.78
W2bb23e69,C360d6210,36.7541,0.94944,3284.630619,1.9253,1.89
W2bb23e69,C7a66bc92,39.3252,0.972798,3645.053002,2.5401,2.55
W2bb23e69,C5ad7ab56,28.7167,0.777276,3456.394403,2.1936,2.1
W2bb23e69,C70c9c190,39.0795,0.970256,3628.158196,2.4401,2.44
